id,date,Home,Away,round,result,Home_Points_Before,home_halftime_score,home_fulltime_score,home_extratime_score,home_penalty_score,Away_Points_Before,away_halftime_score,away_fulltime_score,away_extratime_score,away_penalty_score
816378,2022-02-20 22:00:00+00:00,Club America,Pachuca,Clausura - 6,a,40,0,1,,,28,2,3,,
816381,2022-02-21 00:05:00+00:00,Toluca,Cruz Azul,Clausura - 6,a,33,1,1,,,33,1,4,,
816382,2022-02-21 02:00:00+00:00,Atlas,U.N.A.M. - Pumas,Clausura - 6,d,48,0,0,,,40,0,0,,
816383,2022-02-25 01:00:00+00:00,Pachuca,Mazatlán,Clausura - 7,h,31,2,3,,,26,1,1,,
816384,2022-02-25 03:05:00+00:00,Club Queretaro,Toluca,Clausura - 7,d,21,1,1,,,33,0,1,,
816385,2022-02-26 01:00:00+00:00,Necaxa,Leon,Clausura - 7,a,27,0,0,,,46,1,1,,
816387,2022-02-26 03:00:00+00:00,FC Juarez,Tigres UANL,Clausura - 7,a,23,0,2,,,47,3,3,,
816386,2022-02-26 03:06:00+00:00,Club Tijuana,Atlas,Clausura - 7,h,20,2,2,,,49,0,0,,
816389,2022-02-27 01:00:00+00:00,Guadalajara Chivas,Puebla,Clausura - 7,a,30,2,2,,,42,0,3,,
816390,2022-02-27 03:00:00+00:00,U.N.A.M. - Pumas,Club America,Clausura - 7,d,41,0,0,,,40,0,0,,
816388,2022-02-27 23:06:00+00:00,Monterrey,Atletico San Luis,Clausura - 7,a,32,0,0,,,23,1,2,,
816391,2022-02-28 01:00:00+00:00,Cruz Azul,Santos Laguna,Clausura - 7,a,36,0,1,,,32,1,2,,
816392,2022-03-02 01:00:00+00:00,Toluca,Club Tijuana,Clausura - 8,a,34,1,1,,,23,1,2,,
816393,2022-03-02 01:00:00+00:00,Puebla,FC Juarez,Clausura - 8,d,45,0,1,,,23,0,1,,
816395,2022-03-02 03:00:00+00:00,Mazatlán,Necaxa,Clausura - 8,d,26,0,0,,,27,0,0,,
816396,2022-03-02 03:00:00+00:00,Club America,Club Queretaro,Clausura - 8,d,41,1,1,,,22,0,1,,
816394,2022-03-02 03:00:00+00:00,Leon,Monterrey,Clausura - 8,d,49,0,0,,,32,0,0,,
816398,2022-03-03 01:00:00+00:00,Tigres UANL,Cruz Azul,Clausura - 8,d,50,2,2,,,36,1,2,,
816397,2022-03-03 01:00:00+00:00,Atlas,Pachuca,Clausura - 8,a,49,0,0,,,34,0,1,,
816400,2022-03-03 03:00:00+00:00,Santos Laguna,U.N.A.M. - Pumas,Clausura - 8,h,35,1,3,,,42,1,2,,
816399,2022-03-03 03:00:00+00:00,Atletico San Luis,Guadalajara Chivas,Clausura - 8,d,26,2,2,,,30,0,2,,
816401,2022-03-05 01:00:00+00:00,Necaxa,Toluca,Clausura - 9,a,28,0,0,,,34,1,1,,
816402,2022-03-05 03:00:00+00:00,FC Juarez,Leon,Clausura - 9,a,24,0,0,,,50,0,1,,
816403,2022-03-05 23:00:00+00:00,Club Queretaro,Atlas,Clausura - 9,a,23,0,0,,,49,1,1,,
816404,2022-03-06 01:06:00+00:00,Monterrey,Club America,Clausura - 9,h,33,1,2,,,42,1,1,,
816405,2022-03-06 03:00:00+00:00,Cruz Azul,Puebla,Clausura - 9,a,37,1,1,,,46,2,3,,
816406,2022-03-06 03:00:00+00:00,Guadalajara Chivas,Santos Laguna,Clausura - 9,h,31,0,1,,,38,0,0,,
816411,2022-03-12 01:00:00+00:00,Necaxa,Club Queretaro,Clausura - 10,h,28,1,1,,,23,0,0,,
816412,2022-03-12 03:00:00+00:00,FC Juarez,Atlas,Clausura - 10,a,24,0,1,,,52,1,2,,
816414,2022-03-12 03:06:00+00:00,Monterrey,Mazatlán,Clausura - 10,h,36,2,2,,,27,0,1,,
816413,2022-03-12 23:00:00+00:00,Leon,Tigres UANL,Clausura - 10,a,53,0,0,,,51,2,3,,
816415,2022-03-13 01:00:00+00:00,Cruz Azul,U.N.A.M. - Pumas,Clausura - 10,h,37,1,2,,,42,1,1,,
816416,2022-03-13 03:00:00+00:00,Guadalajara Chivas,Club America,Clausura - 10,d,34,0,0,,,42,0,0,,
816417,2022-03-13 18:00:00+00:00,Toluca,Pachuca,Clausura - 10,a,37,0,0,,,37,1,3,,
816418,2022-03-13 23:00:00+00:00,Atletico San Luis,Puebla,Clausura - 10,h,27,1,2,,,49,0,1,,
816410,2022-03-14 01:00:00+00:00,Santos Laguna,Club Tijuana,Clausura - 10,h,38,1,4,,,26,0,0,,
816373,2022-03-16 03:06:00+00:00,Monterrey,FC Juarez,Clausura - 5,h,39,0,3,,,24,0,0,,
816419,2022-03-18 03:05:00+00:00,Club Queretaro,Atletico San Luis,Clausura - 11,h,23,0,2,,,30,0,1,,
816420,2022-03-19 03:00:00+00:00,Puebla,Santos Laguna,Clausura - 11,d,49,0,2,,,41,0,2,,
816423,2022-03-19 23:00:00+00:00,U.N.A.M. - Pumas,Necaxa,Clausura - 11,a,42,0,1,,,31,2,3,,
816424,2022-03-20 01:00:00+00:00,Tigres UANL,Monterrey,Clausura - 11,h,54,0,2,,,42,0,0,,
816425,2022-03-20 03:00:00+00:00,Pachuca,Cruz Azul,Clausura - 11,h,40,1,1,,,40,0,0,,
816426,2022-03-20 23:00:00+00:00,Club America,Toluca,Clausura - 11,h,43,3,3,,,37,0,0,,
816427,2022-03-21 01:00:00+00:00,Atlas,Guadalajara Chivas,Clausura - 11,d,55,0,1,,,35,0,1,,
816422,2022-03-21 03:00:00+00:00,Mazatlán,Leon,Clausura - 11,a,27,0,1,,,53,2,2,,
816421,2022-03-21 03:06:00+00:00,Club Tijuana,FC Juarez,Clausura - 11,h,26,0,1,,,24,0,0,,
816407,2022-03-27 22:00:00+00:00,U.N.A.M. - Pumas,Mazatlán,Clausura - 9,d,42,0,1,,,27,0,1,,
816428,2022-04-02 02:00:00+00:00,Atletico San Luis,Mazatlán,Clausura - 12,h,30,0,1,,,28,0,0,,
816430,2022-04-03 01:00:00+00:00,Necaxa,Club America,Clausura - 12,a,34,0,0,,,46,0,1,,
816432,2022-04-03 03:00:00+00:00,FC Juarez,U.N.A.M. - Pumas,Clausura - 12,a,24,0,0,,,43,0,1,,
816433,2022-04-03 17:00:00+00:00,Toluca,Puebla,Clausura - 12,h,37,2,2,,,50,1,1,,
816434,2022-04-03 22:00:00+00:00,Leon,Club Queretaro,Clausura - 12,d,56,0,1,,,26,1,1,,
816429,2022-04-03 23:00:00+00:00,Cruz Azul,Atlas,Clausura - 12,h,40,1,1,,,56,0,0,,
816435,2022-04-04 00:00:00+00:00,Tigres UANL,Club Tijuana,Clausura - 12,h,57,0,2,,,29,0,0,,
816436,2022-04-04 00:00:00+00:00,Santos Laguna,Pachuca,Clausura - 12,h,42,1,3,,,43,0,1,,
816364,2022-04-07 00:00:00+00:00,Toluca,Monterrey,Clausura - 4,d,40,1,2,,,42,2,2,,
816409,2022-04-07 02:06:00+00:00,Club Tijuana,Atletico San Luis,Clausura - 9,d,29,0,1,,,33,0,1,,
816408,2022-04-08 00:00:00+00:00,Pachuca,Tigres UANL,Clausura - 9,h,43,0,2,,,60,0,1,,
816437,2022-04-08 02:00:00+00:00,Atlas,Necaxa,Clausura - 13,h,56,1,2,,,34,0,1,,
816438,2022-04-09 00:00:00+00:00,Puebla,U.N.A.M. - Pumas,Clausura - 13,d,50,2,2,,,46,1,2,,
816439,2022-04-09 02:00:00+00:00,Mazatlán,Cruz Azul,Clausura - 13,d,28,1,1,,,43,0,1,,
816440,2022-04-09 22:00:00+00:00,Atletico San Luis,Leon,Clausura - 13,h,34,1,2,,,57,0,0,,
816442,2022-04-10 00:00:00+00:00,Toluca,Guadalajara Chivas,Clausura - 13,d,41,0,1,,,36,0,1,,
816441,2022-04-10 00:06:00+00:00,Monterrey,Santos Laguna,Clausura - 13,h,43,0,1,,,45,0,0,,
816443,2022-04-10 02:00:00+00:00,Club America,FC Juarez,Clausura - 13,h,49,2,3,,,24,0,0,,
816444,2022-04-11 00:00:00+00:00,Club Queretaro,Tigres UANL,Clausura - 13,a,27,0,0,,,60,0,1,,
816445,2022-04-12 02:00:00+00:00,Pachuca,Club Tijuana,Clausura - 13,d,46,0,0,,,30,0,0,,
816431,2022-04-14 01:05:00+00:00,Guadalajara Chivas,Monterrey,Clausura - 12,a,37,1,1,,,46,1,3,,
816446,2022-04-15 02:00:00+00:00,Atlas,Mazatlán,Clausura - 14,a,59,0,1,,,29,2,2,,
816447,2022-04-16 00:00:00+00:00,Necaxa,Atletico San Luis,Clausura - 14,h,34,3,4,,,37,1,2,,
816449,2022-04-16 02:00:00+00:00,FC Juarez,Pachuca,Clausura - 14,a,24,1,1,,,47,1,2,,
816448,2022-04-16 02:06:00+00:00,Club Tijuana,Club America,Clausura - 14,a,31,1,1,,,52,2,3,,
816450,2022-04-16 22:00:00+00:00,Leon,Puebla,Clausura - 14,a,57,0,0,,,51,1,1,,
816452,2022-04-17 00:00:00+00:00,Tigres UANL,Toluca,Clausura - 14,h,63,0,3,,,42,0,0,,
816451,2022-04-17 00:00:00+00:00,Santos Laguna,Club Queretaro,Clausura - 14,d,45,0,1,,,27,0,1,,
816453,2022-04-17 02:00:00+00:00,Cruz Azul,Guadalajara Chivas,Clausura - 14,a,44,0,0,,,37,0,1,,
816454,2022-04-17 17:00:00+00:00,U.N.A.M. - Pumas,Monterrey,Clausura - 14,h,47,0,2,,,49,0,0,,
816456,2022-04-20 00:00:00+00:00,Necaxa,Tigres UANL,Clausura - 15,h,37,2,2,,,66,0,0,,
816455,2022-04-20 00:00:00+00:00,Pachuca,Puebla,Clausura - 15,h,50,1,1,,,54,0,0,,
816457,2022-04-20 02:00:00+00:00,Mazatlán,Santos Laguna,Clausura - 15,h,32,1,1,,,46,0,0,,
816459,2022-04-20 02:00:00+00:00,Guadalajara Chivas,Club Tijuana,Clausura - 15,h,40,1,2,,,31,1,1,,
816458,2022-04-20 02:00:00+00:00,Toluca,FC Juarez,Clausura - 15,a,42,0,0,,,24,0,1,,
816460,2022-04-21 00:00:00+00:00,Atletico San Luis,U.N.A.M. - Pumas,Clausura - 15,h,37,1,2,,,50,0,0,,
816461,2022-04-21 02:00:00+00:00,Club America,Leon,Clausura - 15,h,55,1,2,,,57,0,0,,
816462,2022-04-21 02:06:00+00:00,Monterrey,Atlas,Clausura - 15,d,49,0,0,,,59,0,0,,
816463,2022-04-22 02:00:00+00:00,Club Queretaro,Cruz Azul,Clausura - 15,a,28,0,0,,,44,0,1,,
816464,2022-04-23 00:00:00+00:00,Puebla,Necaxa,Clausura - 16,a,54,0,0,,,40,0,1,,
816465,2022-04-23 02:00:00+00:00,FC Juarez,Mazatlán,Clausura - 16,a,27,0,0,,,35,1,2,,
816466,2022-04-23 22:00:00+00:00,Pachuca,Monterrey,Clausura - 16,h,53,1,3,,,50,0,0,,
816467,2022-04-24 00:00:00+00:00,Tigres UANL,Club America,Clausura - 16,a,66,0,0,,,58,1,2,,
816468,2022-04-24 02:00:00+00:00,Guadalajara Chivas,U.N.A.M. - Pumas,Clausura - 16,h,43,2,3,,,50,0,1,,
816469,2022-04-24 17:00:00+00:00,Toluca,Atlas,Clausura - 16,a,42,1,2,,,60,2,4,,
816470,2022-04-24 22:00:00+00:00,Cruz Azul,Atletico San Luis,Clausura - 16,a,47,0,0,,,40,1,1,,
816471,2022-04-25 00:00:00+00:00,Santos Laguna,Leon,Clausura - 16,d,46,0,1,,,57,0,1,,
816472,2022-04-25 02:06:00+00:00,Club Tijuana,Club Queretaro,Clausura - 16,d,31,2,2,,,28,0,2,,
816473,2022-04-30 00:00:00+00:00,Necaxa,Guadalajara Chivas,Clausura - 17,a,43,0,0,,,46,0,1,,
816474,2022-04-30 02:05:00+00:00,Mazatlán,Puebla,Clausura - 17,h,38,0,2,,,54,0,1,,
816475,2022-04-30 22:00:00+00:00,Club Queretaro,FC Juarez,Clausura - 17,h,29,2,4,,,27,0,0,,
816476,2022-05-01 00:00:00+00:00,Atlas,Tigres UANL,Clausura - 17,d,63,0,1,,,66,0,1,,
816477,2022-05-01 00:06:00+00:00,Monterrey,Club Tijuana,Clausura - 17,h,50,1,2,,,32,0,0,,
816478,2022-05-01 02:00:00+00:00,Club America,Cruz Azul,Clausura - 17,d,61,0,0,,,47,0,0,,
816479,2022-05-01 17:00:00+00:00,U.N.A.M. - Pumas,Pachuca,Clausura - 17,h,50,0,2,,,56,0,0,,
816480,2022-05-01 21:00:00+00:00,Atletico San Luis,Santos Laguna,Clausura - 17,a,43,0,1,,,47,0,3,,
816481,2022-05-02 01:06:00+00:00,Leon,Toluca,Clausura - 17,d,58,3,4,,,42,3,4,,
860911,2022-05-07 22:45:00+00:00,Cruz Azul,Necaxa,Clausura - Reclasificacion,d,48,0,1,0.0,3.0,43,0,1,0.0,1.0
860912,2022-05-08 01:06:00+00:00,Monterrey,Atletico San Luis,Clausura - Reclasificacion,d,53,1,2,0.0,1.0,43,0,2,0.0,3.0
860913,2022-05-08 22:00:00+00:00,Puebla,Mazatlán,Clausura - Reclasificacion,d,54,2,2,0.0,3.0,41,1,2,0.0,1.0
860914,2022-05-09 00:15:00+00:00,Guadalajara Chivas,U.N.A.M. - Pumas,Clausura - Reclasificacion,h,49,1,4,,,53,1,1,,
861500,2022-05-12 00:00:00+00:00,Atletico San Luis,Pachuca,Clausura - Quarter-finals,d,44,1,2,,,56,1,2,,
861502,2022-05-12 02:05:00+00:00,Puebla,Club America,Clausura - Quarter-finals,d,55,0,1,,,62,0,1,,
861504,2022-05-13 00:00:00+00:00,Cruz Azul,Tigres UANL,Clausura - Quarter-finals,a,49,0,0,,,67,1,1,,
861506,2022-05-13 02:05:00+00:00,Guadalajara Chivas,Atlas,Clausura - Quarter-finals,a,52,0,1,,,64,2,2,,
861503,2022-05-14 23:00:00+00:00,Club America,Puebla,Clausura - Quarter-finals,h,63,1,3,,,56,1,2,,
861501,2022-05-15 01:05:00+00:00,Pachuca,Atletico San Luis,Clausura - Quarter-finals,h,57,0,3,,,45,0,2,,
861507,2022-05-15 23:00:00+00:00,Atlas,Guadalajara Chivas,Clausura - Quarter-finals,d,67,1,1,,,52,0,1,,
861505,2022-05-16 01:05:00+00:00,Tigres UANL,Cruz Azul,Clausura - Quarter-finals,a,70,0,0,,,49,1,1,,
862203,2022-05-19 02:00:00+00:00,Atlas,Tigres UANL,Clausura - Semi-finals,h,68,1,3,,,70,0,0,,
862205,2022-05-20 01:00:00+00:00,Club America,Pachuca,Clausura - Semi-finals,d,66,0,1,,,60,0,1,,
862204,2022-05-22 01:00:00+00:00,Tigres UANL,Atlas,Clausura - Semi-finals,h,70,0,4,,,71,1,2,,
862206,2022-05-23 01:06:00+00:00,Pachuca,Club America,Clausura - Semi-finals,h,61,2,3,,,67,0,0,,
862941,2022-05-27 02:00:00+00:00,Atlas,Pachuca,Clausura - Finals,h,71,1,2,,,64,0,0,,
862942,2022-05-30 01:10:00+00:00,Pachuca,Atlas,Clausura - Finals,h,64,2,2,,,74,1,1,,
864095,2022-07-02 02:05:00+00:00,Mazatlán,Puebla,Apertura - 1,a,42,0,2,,,56,2,4,,
864096,2022-07-02 22:00:00+00:00,Guadalajara Chivas,FC Juarez,Apertura - 1,d,53,0,0,,,27,0,0,,
864094,2022-07-02 22:00:00+00:00,Necaxa,Toluca,Apertura - 1,a,44,1,1,,,43,2,3,,
864097,2022-07-03 00:05:00+00:00,Tigres UANL,Cruz Azul,Apertura - 1,a,73,0,2,,,52,1,3,,
864098,2022-07-03 02:05:00+00:00,Club America,Atlas,Apertura - 1,d,67,0,0,,,74,0,0,,
864099,2022-07-03 17:00:00+00:00,U.N.A.M. - Pumas,Club Tijuana,Apertura - 1,d,53,0,1,,,32,1,1,,
864100,2022-07-03 22:00:00+00:00,Atletico San Luis,Leon,Apertura - 1,a,45,0,1,,,59,1,2,,
864101,2022-07-04 00:05:00+00:00,Santos Laguna,Monterrey,Apertura - 1,h,50,2,4,,,54,2,3,,
864102,2022-07-05 02:00:00+00:00,Pachuca,Club Queretaro,Apertura - 1,h,67,1,2,,,32,0,0,,
864103,2022-07-09 00:00:00+00:00,Mazatlán,Tigres UANL,Apertura - 2,a,42,0,0,,,73,1,1,,
864105,2022-07-09 02:05:00+00:00,Club Tijuana,FC Juarez,Apertura - 2,a,33,0,0,,,28,0,2,,
864104,2022-07-09 02:05:00+00:00,Puebla,Santos Laguna,Apertura - 2,h,59,1,1,,,53,0,0,,
864111,2022-07-10 00:00:00+00:00,Leon,U.N.A.M. - Pumas,Apertura - 2,d,62,0,3,,,54,2,3,,
864106,2022-07-10 00:05:00+00:00,Guadalajara Chivas,Atletico San Luis,Apertura - 2,a,54,0,0,,,45,1,1,,
864108,2022-07-10 02:05:00+00:00,Monterrey,Club America,Apertura - 2,h,54,1,3,,,68,2,2,,
864107,2022-07-10 02:05:00+00:00,Cruz Azul,Pachuca,Apertura - 2,a,55,0,1,,,70,2,2,,
864109,2022-07-10 17:00:00+00:00,Toluca,Atlas,Apertura - 2,h,46,3,3,,,75,1,2,,
864110,2022-07-10 22:00:00+00:00,Club Queretaro,Necaxa,Apertura - 2,a,32,1,1,,,44,1,2,,
864112,2022-07-14 02:00:00+00:00,Club America,Toluca,Apertura - 3,h,68,0,1,,,49,0,0,,
864113,2022-07-16 00:00:00+00:00,Puebla,Leon,Apertura - 3,d,62,1,1,,,63,0,1,,
864114,2022-07-16 02:05:00+00:00,FC Juarez,Club Queretaro,Apertura - 3,d,31,1,1,,,32,1,1,,
864115,2022-07-16 22:00:00+00:00,Atlas,Cruz Azul,Apertura - 3,h,75,1,3,,,55,1,2,,
864116,2022-07-17 00:05:00+00:00,Santos Laguna,Guadalajara Chivas,Apertura - 3,d,53,0,1,,,54,0,1,,
864117,2022-07-17 17:00:00+00:00,U.N.A.M. - Pumas,Necaxa,Apertura - 3,h,55,1,1,,,47,0,0,,
864118,2022-07-17 22:00:00+00:00,Atletico San Luis,Monterrey,Apertura - 3,a,48,0,0,,,57,0,1,,
864119,2022-07-18 00:00:00+00:00,Tigres UANL,Club Tijuana,Apertura - 3,h,76,0,1,,,33,0,0,,
864120,2022-07-19 00:00:00+00:00,Pachuca,Mazatlán,Apertura - 3,d,73,0,1,,,42,0,1,,
864121,2022-07-21 02:05:00+00:00,Guadalajara Chivas,Leon,Apertura - 4,d,55,0,0,,,64,0,0,,
864122,2022-07-22 02:00:00+00:00,Club Queretaro,Monterrey,Apertura - 4,a,33,0,0,,,60,1,3,,
864123,2022-07-23 00:00:00+00:00,Mazatlán,Atletico San Luis,Apertura - 4,d,43,1,1,,,48,1,1,,
864124,2022-07-23 02:05:00+00:00,Necaxa,FC Juarez,Apertura - 4,h,47,1,1,,,32,0,0,,
864125,2022-07-23 22:00:00+00:00,Toluca,Santos Laguna,Apertura - 4,h,49,2,2,,,54,0,1,,
864126,2022-07-24 00:05:00+00:00,Cruz Azul,Puebla,Apertura - 4,d,55,2,2,,,63,2,2,,
864128,2022-07-24 01:00:00+00:00,Club Tijuana,Club America,Apertura - 4,h,33,1,2,,,71,0,0,,
864127,2022-07-24 02:05:00+00:00,Tigres UANL,Atlas,Apertura - 4,h,79,2,2,,,78,0,0,,
864129,2022-07-25 00:00:00+00:00,Pachuca,U.N.A.M. - Pumas,Apertura - 4,d,74,0,0,,,58,0,0,,
864131,2022-07-27 00:00:00+00:00,Monterrey,Puebla,Apertura - 5,h,63,1,1,,,64,0,0,,
864130,2022-07-27 00:00:00+00:00,Atlas,Club Tijuana,Apertura - 5,a,78,1,1,,,36,2,2,,
864132,2022-07-27 00:00:00+00:00,FC Juarez,Tigres UANL,Apertura - 5,a,32,0,0,,,82,1,1,,
864134,2022-07-27 02:05:00+00:00,Leon,Toluca,Apertura - 5,a,65,0,0,,,52,0,1,,
864133,2022-07-27 02:05:00+00:00,Atletico San Luis,Cruz Azul,Apertura - 5,d,49,0,0,,,56,0,0,,
864135,2022-07-28 00:00:00+00:00,Club Queretaro,Guadalajara Chivas,Apertura - 5,d,33,1,2,,,56,1,2,,
864136,2022-07-28 00:00:00+00:00,Necaxa,Pachuca,Apertura - 5,h,50,1,2,,,75,0,0,,
864137,2022-07-28 02:05:00+00:00,U.N.A.M. - Pumas,Mazatlán,Apertura - 5,d,59,0,1,,,44,0,1,,
864139,2022-07-30 02:05:00+00:00,FC Juarez,Toluca,Apertura - 6,d,32,0,1,,,55,0,1,,
864140,2022-07-30 22:00:00+00:00,Cruz Azul,Necaxa,Apertura - 6,h,57,1,1,,,53,0,0,,
864141,2022-07-31 00:05:00+00:00,Tigres UANL,Club Queretaro,Apertura - 6,h,85,1,2,,,34,1,1,,
864142,2022-07-31 02:05:00+00:00,Guadalajara Chivas,Pachuca,Apertura - 6,d,57,0,0,,,75,0,0,,
864144,2022-07-31 02:05:00+00:00,Club Tijuana,Mazatlán,Apertura - 6,h,39,0,2,,,45,0,0,,
864143,2022-07-31 02:05:00+00:00,Puebla,Atletico San Luis,Apertura - 6,d,64,0,0,,,50,0,0,,
864145,2022-07-31 17:00:00+00:00,U.N.A.M. - Pumas,Monterrey,Apertura - 6,d,60,1,1,,,66,1,1,,
864146,2022-08-01 00:05:00+00:00,Santos Laguna,Atlas,Apertura - 6,h,54,0,1,,,78,0,0,,
864147,2022-08-01 02:05:00+00:00,Leon,Club America,Apertura - 6,h,65,1,3,,,71,1,2,,
864229,2022-08-03 01:00:00+00:00,Toluca,Puebla,Apertura - 16,d,56,0,1,,,65,1,1,,
864230,2022-08-04 00:00:00+00:00,FC Juarez,Atletico San Luis,Apertura - 16,d,33,0,1,,,51,1,1,,
864148,2022-08-05 02:00:00+00:00,Atlas,Club Queretaro,Apertura - 7,h,78,0,3,,,34,1,1,,
864150,2022-08-06 02:05:00+00:00,Mazatlán,Guadalajara Chivas,Apertura - 7,h,45,0,2,,,58,0,1,,
864151,2022-08-07 00:05:00+00:00,Monterrey,Leon,Apertura - 7,h,67,3,5,,,68,0,1,,
864153,2022-08-07 02:05:00+00:00,Santos Laguna,Cruz Azul,Apertura - 7,h,57,1,4,,,60,0,0,,
864154,2022-08-07 17:00:00+00:00,Toluca,Club Tijuana,Apertura - 7,h,57,1,3,,,42,1,1,,
864155,2022-08-07 21:00:00+00:00,Atletico San Luis,Necaxa,Apertura - 7,a,52,1,1,,,53,2,2,,
864156,2022-08-07 23:05:00+00:00,Pachuca,Tigres UANL,Apertura - 7,h,76,1,2,,,88,0,0,,
864152,2022-08-08 01:05:00+00:00,Club America,FC Juarez,Apertura - 7,h,71,0,2,,,34,0,1,,
864157,2022-08-12 02:00:00+00:00,Club Queretaro,Atletico San Luis,Apertura - 8,d,34,0,1,,,52,0,1,,
864158,2022-08-13 02:00:00+00:00,Necaxa,Monterrey,Apertura - 8,a,56,1,1,,,70,0,2,,
864159,2022-08-13 02:05:00+00:00,Club Tijuana,Puebla,Apertura - 8,d,42,1,3,,,66,1,3,,
864161,2022-08-13 22:00:00+00:00,Leon,Mazatlán,Apertura - 8,a,68,0,0,,,48,3,3,,
864162,2022-08-14 00:05:00+00:00,U.N.A.M. - Pumas,Club America,Apertura - 8,a,61,0,0,,,74,1,3,,
864163,2022-08-14 02:05:00+00:00,Guadalajara Chivas,Atlas,Apertura - 8,d,58,0,1,,,81,0,1,,
864164,2022-08-14 22:00:00+00:00,Cruz Azul,Toluca,Apertura - 8,a,60,1,2,,,60,2,3,,
864165,2022-08-15 00:05:00+00:00,Tigres UANL,Santos Laguna,Apertura - 8,h,88,1,2,,,60,0,0,,
864166,2022-08-17 00:00:00+00:00,Atlas,FC Juarez,Apertura - 9,a,82,0,0,,,34,0,1,,
864167,2022-08-17 01:00:00+00:00,Mazatlán,Club Queretaro,Apertura - 9,d,51,0,1,,,35,0,1,,
864168,2022-08-17 02:05:00+00:00,Puebla,Necaxa,Apertura - 9,d,67,1,2,,,56,0,2,,
864169,2022-08-18 00:00:00+00:00,Toluca,Monterrey,Apertura - 9,d,63,1,1,,,73,0,1,,
864171,2022-08-18 02:05:00+00:00,Pachuca,Club America,Apertura - 9,a,79,0,0,,,77,1,3,,
864170,2022-08-18 02:05:00+00:00,Cruz Azul,Club Tijuana,Apertura - 9,a,60,1,1,,,43,1,2,,
864172,2022-08-19 00:05:00+00:00,Santos Laguna,Leon,Apertura - 9,h,60,1,2,,,68,1,1,,
864173,2022-08-19 02:05:00+00:00,Atletico San Luis,U.N.A.M. - Pumas,Apertura - 9,h,53,1,3,,,61,2,2,,
864175,2022-08-20 00:00:00+00:00,Necaxa,Guadalajara Chivas,Apertura - 10,a,57,0,0,,,59,2,4,,
864177,2022-08-20 22:00:00+00:00,Club Queretaro,Club Tijuana,Apertura - 10,h,36,1,2,,,46,0,0,,
864179,2022-08-21 00:05:00+00:00,Monterrey,Tigres UANL,Apertura - 10,d,74,0,0,,,91,0,0,,
864178,2022-08-21 00:05:00+00:00,Atlas,Puebla,Apertura - 10,d,82,1,1,,,68,1,1,,
864176,2022-08-21 02:05:00+00:00,FC Juarez,Mazatlán,Apertura - 10,d,37,0,1,,,52,1,1,,
864180,2022-08-21 02:05:00+00:00,Club America,Cruz Azul,Apertura - 10,h,80,3,7,,,60,0,0,,
864181,2022-08-21 17:00:00+00:00,U.N.A.M. - Pumas,Santos Laguna,Apertura - 10,a,61,0,1,,,63,3,5,,
864182,2022-08-21 22:00:00+00:00,Atletico San Luis,Toluca,Apertura - 10,h,56,1,1,,,64,0,0,,
864183,2022-08-22 00:05:00+00:00,Pachuca,Leon,Apertura - 10,h,79,0,1,,,68,0,0,,
864231,2022-08-24 00:05:00+00:00,Guadalajara Chivas,Monterrey,Apertura - 16,h,62,0,1,,,75,0,0,,
864232,2022-08-24 02:05:00+00:00,Club Queretaro,Club America,Apertura - 16,a,39,0,0,,,83,0,1,,
864234,2022-08-25 02:05:00+00:00,U.N.A.M. - Pumas,Tigres UANL,Apertura - 16,d,61,0,1,,,92,0,1,,
864235,2022-08-26 00:05:00+00:00,Pachuca,Atlas,Apertura - 16,h,82,0,3,,,83,0,1,,
864236,2022-08-26 02:05:00+00:00,Club Tijuana,Santos Laguna,Apertura - 16,a,46,0,0,,,66,0,2,,
864184,2022-08-27 00:00:00+00:00,Puebla,FC Juarez,Apertura - 11,d,69,1,2,,,38,1,2,,
864185,2022-08-27 02:05:00+00:00,Mazatlán,Club America,Apertura - 11,a,53,1,1,,,86,2,3,,
864186,2022-08-27 22:00:00+00:00,Cruz Azul,Club Queretaro,Apertura - 11,h,60,1,2,,,39,0,1,,
864187,2022-08-28 00:05:00+00:00,Tigres UANL,Necaxa,Apertura - 11,d,93,0,0,,,57,0,0,,
864188,2022-08-28 02:05:00+00:00,Guadalajara Chivas,U.N.A.M. - Pumas,Apertura - 11,h,65,3,3,,,62,1,1,,
864189,2022-08-28 17:00:00+00:00,Toluca,Pachuca,Apertura - 11,a,64,0,1,,,85,2,4,,
864191,2022-08-29 00:00:00+00:00,Leon,Atlas,Apertura - 11,h,68,1,4,,,83,1,2,,
864190,2022-08-29 00:05:00+00:00,Santos Laguna,Atletico San Luis,Apertura - 11,h,69,1,4,,,59,0,1,,
864192,2022-08-29 02:05:00+00:00,Club Tijuana,Monterrey,Apertura - 11,a,46,0,0,,,75,0,3,,
864193,2022-09-02 00:00:00+00:00,Atletico San Luis,Club Tijuana,Apertura - 12,d,59,0,0,,,46,0,0,,
864194,2022-09-02 02:05:00+00:00,Club Queretaro,Puebla,Apertura - 12,d,39,1,1,,,70,0,1,,
864195,2022-09-03 00:00:00+00:00,Necaxa,Leon,Apertura - 12,h,58,3,3,,,71,0,2,,
864196,2022-09-03 02:05:00+00:00,FC Juarez,Cruz Azul,Apertura - 12,d,39,0,2,,,63,2,2,,
