id,date,Home,Away,round,result,Home_Points_Before,home_halftime_score,home_fulltime_score,home_extratime_score,home_penalty_score,Away_Points_Before,away_halftime_score,away_fulltime_score,away_extratime_score,away_penalty_score
864197,2022-09-03 22:05:00+00:00,Pachuca,Santos Laguna,Apertura - 12,h,88,0,2,,,72,0,0,,
864198,2022-09-04 00:05:00+00:00,Monterrey,Mazatlán,Apertura - 12,d,78,0,0,,,53,0,0,,
864199,2022-09-04 00:05:00+00:00,Atlas,U.N.A.M. - Pumas,Apertura - 12,d,83,0,0,,,62,0,0,,
864200,2022-09-04 02:05:00+00:00,Club America,Tigres UANL,Apertura - 12,h,89,2,2,,,94,1,1,,
864201,2022-09-04 22:00:00+00:00,Toluca,Guadalajara Chivas,Apertura - 12,d,64,0,0,,,68,0,0,,
864202,2022-09-07 00:00:00+00:00,Leon,FC Juarez,Apertura - 13,h,71,0,1,,,40,0,0,,
864203,2022-09-07 00:05:00+00:00,Santos Laguna,Necaxa,Apertura - 13,h,72,1,3,,,61,0,1,,
864204,2022-09-07 02:05:00+00:00,Monterrey,Cruz Azul,Apertura - 13,h,79,2,3,,,64,1,2,,
864205,2022-09-07 02:05:00+00:00,Club America,Atletico San Luis,Apertura - 13,h,92,1,3,,,60,0,0,,
864206,2022-09-08 00:00:00+00:00,Puebla,Pachuca,Apertura - 13,d,71,1,2,,,91,0,2,,
864207,2022-09-08 00:00:00+00:00,Tigres UANL,Toluca,Apertura - 13,h,94,1,3,,,65,0,1,,
864210,2022-09-08 02:00:00+00:00,Mazatlán,Atlas,Apertura - 13,h,54,1,1,,,84,0,0,,
864209,2022-09-08 02:05:00+00:00,Club Tijuana,Guadalajara Chivas,Apertura - 13,a,47,0,1,,,69,0,2,,
864208,2022-09-08 02:05:00+00:00,U.N.A.M. - Pumas,Club Queretaro,Apertura - 13,h,63,1,4,,,40,1,1,,
864212,2022-09-10 02:05:00+00:00,FC Juarez,Monterrey,Apertura - 14,a,40,0,0,,,82,0,1,,
864213,2022-09-10 22:00:00+00:00,Club Queretaro,Santos Laguna,Apertura - 14,d,40,2,3,,,75,1,3,,
864211,2022-09-11 00:00:00+00:00,Necaxa,Club America,Apertura - 14,a,61,1,1,,,95,0,2,,
864214,2022-09-11 00:05:00+00:00,Tigres UANL,Leon,Apertura - 14,a,97,0,0,,,74,1,1,,
864216,2022-09-11 02:05:00+00:00,Guadalajara Chivas,Puebla,Apertura - 14,h,72,0,1,,,72,0,0,,
864215,2022-09-11 02:05:00+00:00,Toluca,U.N.A.M. - Pumas,Apertura - 14,d,65,0,2,,,66,1,2,,
864217,2022-09-11 21:00:00+00:00,Cruz Azul,Mazatlán,Apertura - 14,h,64,2,2,,,57,0,0,,
864218,2022-09-11 23:05:00+00:00,Atlas,Atletico San Luis,Apertura - 14,a,84,1,1,,,60,0,3,,
864219,2022-09-12 01:05:00+00:00,Pachuca,Club Tijuana,Apertura - 14,h,92,2,6,,,47,0,1,,
864174,2022-09-14 02:05:00+00:00,Guadalajara Chivas,Tigres UANL,Apertura - 9,a,75,0,1,,,97,2,4,,
864138,2022-09-15 02:05:00+00:00,Club America,Santos Laguna,Apertura - 5,d,98,1,3,,,76,2,3,,
864160,2022-09-15 02:05:00+00:00,FC Juarez,Pachuca,Apertura - 8,h,40,2,2,,,95,1,1,,
864233,2022-09-16 00:00:00+00:00,Cruz Azul,Leon,Apertura - 16,h,67,0,2,,,77,0,1,,
864220,2022-09-17 00:00:00+00:00,Puebla,Tigres UANL,Apertura - 15,h,72,2,2,,,100,1,1,,
864221,2022-09-17 02:00:00+00:00,Mazatlán,Toluca,Apertura - 15,d,57,1,1,,,66,0,1,,
864223,2022-09-18 00:05:00+00:00,Monterrey,Atlas,Apertura - 15,h,85,0,2,,,84,0,0,,
864224,2022-09-18 01:00:00+00:00,Club America,Guadalajara Chivas,Apertura - 15,h,99,1,2,,,75,0,1,,
864225,2022-09-18 22:00:00+00:00,U.N.A.M. - Pumas,Cruz Azul,Apertura - 15,a,67,0,1,,,70,2,2,,
864226,2022-09-19 00:05:00+00:00,Santos Laguna,FC Juarez,Apertura - 15,h,77,1,2,,,43,0,0,,
864227,2022-09-19 00:05:00+00:00,Leon,Club Queretaro,Apertura - 15,h,77,2,3,,,41,1,1,,
864222,2022-09-19 02:00:00+00:00,Atletico San Luis,Pachuca,Apertura - 15,a,63,1,1,,,95,1,2,,
864228,2022-09-19 02:05:00+00:00,Club Tijuana,Necaxa,Apertura - 15,d,47,1,1,,,61,1,1,,
864237,2022-09-24 00:00:00+00:00,Necaxa,Mazatlán,Apertura - 16,d,62,1,2,,,58,2,2,,
864149,2022-09-24 02:05:00+00:00,Puebla,U.N.A.M. - Pumas,Apertura - 7,h,75,2,2,,,67,0,1,,
864238,2022-10-01 00:00:00+00:00,Puebla,Club America,Apertura - 17,a,78,0,1,,,102,1,2,,
864239,2022-10-01 02:00:00+00:00,FC Juarez,U.N.A.M. - Pumas,Apertura - 17,h,43,2,3,,,67,1,1,,
864240,2022-10-01 22:00:00+00:00,Atletico San Luis,Tigres UANL,Apertura - 17,a,63,0,0,,,100,0,3,,
864241,2022-10-01 22:05:00+00:00,Monterrey,Pachuca,Apertura - 17,d,88,0,0,,,98,0,0,,
864242,2022-10-02 00:05:00+00:00,Atlas,Necaxa,Apertura - 17,h,84,0,1,,,63,0,0,,
864243,2022-10-02 02:05:00+00:00,Cruz Azul,Guadalajara Chivas,Apertura - 17,h,73,1,2,,,75,0,1,,
864244,2022-10-02 17:00:00+00:00,Toluca,Club Queretaro,Apertura - 17,h,67,2,4,,,41,0,1,,
864245,2022-10-02 23:05:00+00:00,Santos Laguna,Mazatlán,Apertura - 17,h,80,0,3,,,59,0,0,,
864246,2022-10-03 01:00:00+00:00,Leon,Club Tijuana,Apertura - 17,d,80,0,2,,,48,0,2,,
963835,2022-10-09 00:00:00+00:00,Tigres UANL,Necaxa,Apertura - Reclasificación,h,103,0,2,,,63,0,0,,
963837,2022-10-09 02:15:00+00:00,Cruz Azul,Leon,Apertura - Reclasificación,h,76,0,1,,,81,0,0,,
963836,2022-10-09 17:00:00+00:00,Toluca,FC Juarez,Apertura - Reclasificación,h,70,1,3,,,46,0,0,,
963838,2022-10-09 21:30:00+00:00,Puebla,Guadalajara Chivas,Apertura - Reclasificación,d,78,0,1,0.0,5.0,75,0,1,0.0,4.0
965507,2022-10-13 00:06:00+00:00,Puebla,Club America,Apertura - Quarter-finals,a,79,1,1,,,105,2,6,,
965503,2022-10-13 02:06:00+00:00,Cruz Azul,Monterrey,Apertura - Quarter-finals,d,79,0,0,,,89,0,0,,
965505,2022-10-14 00:06:00+00:00,Toluca,Santos Laguna,Apertura - Quarter-finals,h,73,2,4,,,83,2,3,,
965509,2022-10-14 02:06:00+00:00,Tigres UANL,Pachuca,Apertura - Quarter-finals,h,106,0,1,,,99,0,0,,
965508,2022-10-16 01:06:00+00:00,Club America,Puebla,Apertura - Quarter-finals,h,108,2,5,,,79,1,1,,
965504,2022-10-16 23:06:00+00:00,Monterrey,Cruz Azul,Apertura - Quarter-finals,h,90,1,3,,,80,0,0,,
965506,2022-10-17 00:06:00+00:00,Santos Laguna,Toluca,Apertura - Quarter-finals,a,83,0,1,,,76,0,2,,
965510,2022-10-17 02:06:00+00:00,Pachuca,Tigres UANL,Apertura - Quarter-finals,h,99,1,2,,,109,0,1,,
967071,2022-10-20 02:06:00+00:00,Toluca,Club America,Apertura - Semi-finals,h,79,2,2,,,111,0,1,,
967073,2022-10-21 02:06:00+00:00,Pachuca,Monterrey,Apertura - Semi-finals,h,102,2,5,,,93,2,2,,
967072,2022-10-23 01:06:00+00:00,Club America,Toluca,Apertura - Semi-finals,d,111,1,1,,,82,1,1,,
967074,2022-10-24 01:06:00+00:00,Monterrey,Pachuca,Apertura - Semi-finals,a,93,0,0,,,105,0,1,,
968247,2022-10-28 01:06:00+00:00,Toluca,Pachuca,Apertura - Final,a,83,0,1,,,108,4,5,,
968248,2022-10-31 01:36:00+00:00,Pachuca,Toluca,Apertura - Final,h,111,1,3,,,83,1,1,,
973610,2023-01-07 01:00:00+00:00,Necaxa,Atletico San Luis,Clausura - 1,a,63,0,2,,,63,0,3,,
973612,2023-01-07 23:00:00+00:00,Club America,Club Queretaro,Clausura - 1,d,112,0,0,,,41,0,0,,
973614,2023-01-08 03:10:00+00:00,Monterrey,Guadalajara Chivas,Clausura - 1,a,93,0,0,,,76,0,1,,
973615,2023-01-08 18:00:00+00:00,U.N.A.M. - Pumas,FC Juarez,Clausura - 1,h,67,0,2,,,46,1,1,,
973616,2023-01-09 01:00:00+00:00,Santos Laguna,Tigres UANL,Clausura - 1,a,83,0,0,,,109,1,3,,
973618,2023-01-09 03:10:00+00:00,Club Tijuana,Cruz Azul,Clausura - 1,d,49,1,1,,,80,0,1,,
973617,2023-01-10 03:10:00+00:00,Pachuca,Puebla,Clausura - 1,h,114,2,5,,,79,1,1,,
973619,2023-01-13 03:00:00+00:00,Atlas,Mazatlán,Clausura - 2,h,87,0,2,,,59,0,1,,
973620,2023-01-14 01:05:00+00:00,Atletico San Luis,Guadalajara Chivas,Clausura - 2,d,66,0,0,,,79,0,0,,
973621,2023-01-14 03:05:00+00:00,Puebla,Club Queretaro,Clausura - 2,h,79,1,2,,,42,0,0,,
973622,2023-01-14 23:00:00+00:00,Cruz Azul,Monterrey,Clausura - 2,a,81,1,2,,,93,1,3,,
973623,2023-01-15 01:05:00+00:00,Toluca,Club America,Clausura - 2,d,83,2,2,,,113,1,2,,
973625,2023-01-15 01:05:00+00:00,FC Juarez,Club Tijuana,Clausura - 2,h,46,2,3,,,50,0,0,,
973624,2023-01-15 03:10:00+00:00,Santos Laguna,U.N.A.M. - Pumas,Clausura - 2,h,83,1,3,,,70,0,0,,
973626,2023-01-16 01:05:00+00:00,Tigres UANL,Pachuca,Clausura - 2,h,112,1,4,,,117,1,1,,
973627,2023-01-17 03:05:00+00:00,Leon,Necaxa,Clausura - 2,h,81,0,2,,,63,1,1,,
974323,2023-01-21 03:00:00+00:00,Mazatlán,Santos Laguna,Clausura - 3,a,59,0,1,,,86,1,2,,
974324,2023-01-21 03:10:00+00:00,Club Tijuana,Tigres UANL,Clausura - 3,d,50,1,1,,,115,0,1,,
974326,2023-01-22 01:10:00+00:00,Club America,Puebla,Clausura - 3,d,114,1,2,,,82,0,2,,
974328,2023-01-22 03:10:00+00:00,Necaxa,Cruz Azul,Clausura - 3,h,63,1,1,,,81,0,0,,
974327,2023-01-22 03:10:00+00:00,Guadalajara Chivas,Toluca,Clausura - 3,a,80,1,1,,,84,0,2,,
974329,2023-01-22 18:00:00+00:00,U.N.A.M. - Pumas,Leon,Clausura - 3,h,70,2,4,,,84,1,1,,
974330,2023-01-22 23:00:00+00:00,Club Queretaro,Atlas,Clausura - 3,d,42,2,3,,,90,2,3,,
974325,2023-01-22 23:06:00+00:00,Monterrey,Atletico San Luis,Clausura - 3,h,96,2,3,,,67,0,1,,
974331,2023-01-23 01:10:00+00:00,Pachuca,FC Juarez,Clausura - 3,h,117,1,4,,,49,0,1,,
974332,2023-01-27 03:05:00+00:00,Atlas,Santos Laguna,Clausura - 4,d,91,0,2,,,89,1,2,,
974333,2023-01-28 01:05:00+00:00,Puebla,Monterrey,Clausura - 4,a,83,1,1,,,99,0,2,,
974334,2023-01-28 03:05:00+00:00,Club Tijuana,U.N.A.M. - Pumas,Clausura - 4,d,51,0,0,,,73,0,0,,
974336,2023-01-29 01:05:00+00:00,Tigres UANL,Atletico San Luis,Clausura - 4,d,116,0,0,,,67,0,0,,
974338,2023-01-29 03:05:00+00:00,FC Juarez,Guadalajara Chivas,Clausura - 4,a,49,0,1,,,80,2,2,,
974337,2023-01-29 03:05:00+00:00,Club America,Mazatlán,Clausura - 4,h,115,4,6,,,59,0,0,,
974339,2023-01-29 18:00:00+00:00,Toluca,Leon,Clausura - 4,d,87,0,0,,,84,0,0,,
974340,2023-01-30 01:00:00+00:00,Pachuca,Necaxa,Clausura - 4,h,120,1,2,,,66,0,1,,
973613,2023-02-02 02:05:00+00:00,Atlas,Toluca,Clausura - 1,d,92,0,0,,,88,0,0,,
974341,2023-02-03 03:00:00+00:00,Atletico San Luis,Puebla,Clausura - 5,h,68,0,2,,,83,0,0,,
974342,2023-02-04 01:00:00+00:00,Necaxa,Club Tijuana,Clausura - 5,d,66,0,1,,,52,1,1,,
974343,2023-02-04 03:05:00+00:00,Mazatlán,FC Juarez,Clausura - 5,a,59,1,2,,,49,1,3,,
974344,2023-02-04 23:00:00+00:00,Leon,Pachuca,Clausura - 5,a,85,0,0,,,123,1,1,,
974345,2023-02-05 01:05:00+00:00,Cruz Azul,Tigres UANL,Clausura - 5,a,81,0,0,,,117,1,1,,
974346,2023-02-05 03:05:00+00:00,Santos Laguna,Club America,Clausura - 5,d,90,2,2,,,118,1,2,,
974347,2023-02-05 18:00:00+00:00,U.N.A.M. - Pumas,Atlas,Clausura - 5,d,74,2,2,,,93,1,2,,
974348,2023-02-05 23:00:00+00:00,Guadalajara Chivas,Club Queretaro,Clausura - 5,d,83,0,1,,,43,0,1,,
974349,2023-02-06 01:10:00+00:00,Monterrey,Toluca,Clausura - 5,h,102,2,2,,,89,0,1,,
974350,2023-02-10 01:05:00+00:00,Club Queretaro,Leon,Clausura - 6,a,44,0,0,,,85,2,3,,
974351,2023-02-10 03:05:00+00:00,Atlas,Monterrey,Clausura - 6,a,94,0,0,,,105,0,2,,
974352,2023-02-11 01:00:00+00:00,Puebla,Mazatlán,Clausura - 6,h,83,3,3,,,59,0,1,,
974353,2023-02-11 03:10:00+00:00,Club Tijuana,Atletico San Luis,Clausura - 6,h,53,0,1,,,71,0,0,,
974354,2023-02-11 23:00:00+00:00,Club America,Necaxa,Clausura - 6,h,119,1,2,,,67,0,1,,
974356,2023-02-12 01:05:00+00:00,Tigres UANL,U.N.A.M. - Pumas,Clausura - 6,h,120,3,4,,,75,1,2,,
974355,2023-02-12 01:05:00+00:00,FC Juarez,Santos Laguna,Clausura - 6,h,52,0,3,,,91,1,1,,
974357,2023-02-12 03:05:00+00:00,Pachuca,Guadalajara Chivas,Clausura - 6,d,126,0,1,,,84,1,1,,
974358,2023-02-12 18:00:00+00:00,Toluca,Cruz Azul,Clausura - 6,h,89,1,3,,,81,1,1,,
974359,2023-02-15 01:05:00+00:00,Leon,Puebla,Clausura - 7,h,88,0,2,,,86,0,0,,
974360,2023-02-15 01:05:00+00:00,Tigres UANL,FC Juarez,Clausura - 7,d,123,0,0,,,55,0,0,,
974361,2023-02-15 03:05:00+00:00,Atletico San Luis,Club America,Clausura - 7,a,71,1,1,,,122,2,3,,
974363,2023-02-16 01:05:00+00:00,Guadalajara Chivas,Club Tijuana,Clausura - 7,h,85,1,2,,,56,1,1,,
974362,2023-02-16 01:05:00+00:00,Monterrey,Club Queretaro,Clausura - 7,h,108,2,2,,,44,0,0,,
974364,2023-02-16 03:05:00+00:00,Necaxa,U.N.A.M. - Pumas,Clausura - 7,h,67,2,3,,,75,1,1,,
974365,2023-02-17 03:00:00+00:00,Mazatlán,Pachuca,Clausura - 7,a,59,0,2,,,127,1,3,,
974369,2023-02-18 01:06:00+00:00,FC Juarez,Leon,Clausura - 8,d,56,0,0,,,91,0,0,,
974370,2023-02-18 03:05:00+00:00,Puebla,Cruz Azul,Clausura - 8,a,86,0,1,,,81,1,3,,
974368,2023-02-18 23:00:00+00:00,Atletico San Luis,Santos Laguna,Clausura - 8,d,71,1,1,,,91,0,1,,
974372,2023-02-19 01:05:00+00:00,Atlas,Tigres UANL,Clausura - 8,a,94,0,0,,,124,1,1,,
974373,2023-02-19 03:05:00+00:00,U.N.A.M. - Pumas,Guadalajara Chivas,Clausura - 8,a,75,0,1,,,88,2,2,,
974374,2023-02-19 23:00:00+00:00,Club Queretaro,Mazatlán,Clausura - 8,d,44,1,1,,,59,0,1,,
974371,2023-02-19 23:06:00+00:00,Monterrey,Necaxa,Clausura - 8,h,111,0,2,,,70,0,1,,
974375,2023-02-20 01:05:00+00:00,Club America,Club Tijuana,Clausura - 8,h,125,1,2,,,56,0,1,,
974376,2023-02-20 03:05:00+00:00,Pachuca,Toluca,Clausura - 8,a,130,0,1,,,92,1,2,,
974366,2023-02-23 02:05:00+00:00,Cruz Azul,Atlas,Clausura - 7,h,84,0,1,,,94,0,0,,
974367,2023-02-24 02:05:00+00:00,Santos Laguna,Toluca,Clausura - 7,a,92,0,0,,,95,2,5,,
974377,2023-02-25 01:05:00+00:00,Necaxa,Club Queretaro,Clausura - 9,d,70,1,1,,,45,0,1,,
974378,2023-02-25 03:10:00+00:00,Mazatlán,U.N.A.M. - Pumas,Clausura - 9,a,60,1,1,,,75,0,2,,
974379,2023-02-25 23:00:00+00:00,Cruz Azul,FC Juarez,Clausura - 9,h,87,1,1,,,57,0,0,,
974380,2023-02-26 01:05:00+00:00,Tigres UANL,Guadalajara Chivas,Clausura - 9,a,127,0,1,,,91,2,2,,
974381,2023-02-26 03:05:00+00:00,Atlas,Club America,Clausura - 9,d,94,1,2,,,128,2,2,,
974382,2023-02-26 18:00:00+00:00,Toluca,Atletico San Luis,Clausura - 9,h,98,2,2,,,72,0,0,,
974383,2023-02-27 01:05:00+00:00,Santos Laguna,Puebla,Clausura - 9,h,92,2,3,,,86,0,2,,
974384,2023-02-27 03:05:00+00:00,Club Tijuana,Pachuca,Clausura - 9,h,56,2,2,,,130,0,0,,
974385,2023-02-28 03:10:00+00:00,Leon,Monterrey,Clausura - 9,d,92,1,1,,,114,0,1,,
974386,2023-03-04 01:05:00+00:00,Necaxa,Tigres UANL,Clausura - 10,a,71,0,0,,,127,1,1,,
974387,2023-03-04 01:05:00+00:00,Mazatlán,Cruz Azul,Clausura - 10,h,60,1,3,,,90,1,1,,
974388,2023-03-04 03:15:00+00:00,Club Tijuana,Atlas,Clausura - 10,d,59,1,1,,,95,1,1,,
974389,2023-03-04 23:00:00+00:00,Leon,Atletico San Luis,Clausura - 10,h,93,0,2,,,72,0,0,,
974391,2023-03-05 01:05:00+00:00,Club America,Pachuca,Clausura - 10,a,129,0,0,,,130,3,3,,
974390,2023-03-05 01:10:00+00:00,Monterrey,FC Juarez,Clausura - 10,h,115,1,3,,,57,0,0,,
974392,2023-03-05 03:05:00+00:00,Guadalajara Chivas,Santos Laguna,Clausura - 10,h,94,2,2,,,95,0,0,,
974393,2023-03-05 18:00:00+00:00,U.N.A.M. - Pumas,Puebla,Clausura - 10,a,78,1,2,,,86,2,4,,
974394,2023-03-06 01:05:00+00:00,Club Queretaro,Toluca,Clausura - 10,h,46,1,1,,,101,0,0,,
974395,2023-03-11 01:05:00+00:00,Atletico San Luis,Club Queretaro,Clausura - 11,h,72,0,2,,,49,0,0,,
974396,2023-03-11 03:05:00+00:00,Puebla,Guadalajara Chivas,Clausura - 11,h,89,1,1,,,97,0,0,,
974397,2023-03-11 23:00:00+00:00,Atlas,Leon,Clausura - 11,a,96,0,0,,,96,1,1,,
974398,2023-03-12 01:05:00+00:00,Cruz Azul,U.N.A.M. - Pumas,Clausura - 11,h,90,0,1,,,78,0,0,,
974399,2023-03-12 03:10:00+00:00,Tigres UANL,Club America,Clausura - 11,a,130,0,0,,,129,1,2,,
974400,2023-03-12 18:00:00+00:00,Toluca,Mazatlán,Clausura - 11,h,101,2,4,,,63,1,1,,
974401,2023-03-13 01:05:00+00:00,Pachuca,Monterrey,Clausura - 11,a,133,1,1,,,118,1,2,,
974402,2023-03-13 01:05:00+00:00,Santos Laguna,Club Tijuana,Clausura - 11,h,95,1,3,,,60,1,2,,
974403,2023-03-13 03:15:00+00:00,FC Juarez,Necaxa,Clausura - 11,d,57,0,1,,,71,0,1,,
974404,2023-03-18 01:00:00+00:00,Puebla,Atlas,Clausura - 12,a,92,0,0,,,96,2,4,,
974406,2023-03-18 03:05:00+00:00,Club Tijuana,Toluca,Clausura - 12,d,60,0,3,,,104,3,3,,
974405,2023-03-18 03:05:00+00:00,Mazatlán,Necaxa,Clausura - 12,a,63,0,0,,,72,1,1,,
974407,2023-03-18 23:00:00+00:00,Cruz Azul,Atletico San Luis,Clausura - 12,h,93,0,1,,,75,0,0,,
974408,2023-03-19 01:05:00+00:00,Tigres UANL,Monterrey,Clausura - 12,a,130,0,0,,,121,0,1,,
974409,2023-03-19 03:10:00+00:00,Guadalajara Chivas,Club America,Clausura - 12,a,97,0,2,,,132,3,4,,
974410,2023-03-19 18:00:00+00:00,U.N.A.M. - Pumas,Pachuca,Clausura - 12,a,78,0,0,,,133,0,2,,
974411,2023-03-20 01:05:00+00:00,Club Queretaro,FC Juarez,Clausura - 12,d,49,1,2,,,58,0,2,,
974412,2023-03-20 03:05:00+00:00,Leon,Santos Laguna,Clausura - 12,h,99,3,4,,,98,0,1,,
973611,2023-03-25 03:05:00+00:00,Mazatlán,Leon,Clausura - 1,a,63,1,1,,,102,1,2,,
974335,2023-03-30 03:05:00+00:00,Club Queretaro,Cruz Azul,Clausura - 4,d,50,0,2,,,96,1,2,,
974413,2023-04-01 01:05:00+00:00,Necaxa,Santos Laguna,Clausura - 13,d,75,0,0,,,98,0,0,,
974414,2023-04-01 03:00:00+00:00,FC Juarez,Puebla,Clausura - 13,a,59,0,0,,,92,0,2,,
974415,2023-04-01 23:00:00+00:00,Pachuca,Cruz Azul,Clausura - 13,a,136,0,0,,,97,1,2,,
974416,2023-04-02 01:05:00+00:00,Club America,Leon,Clausura - 13,d,135,0,2,,,105,1,2,,
974417,2023-04-02 01:15:00+00:00,Monterrey,Club Tijuana,Clausura - 13,h,124,3,4,,,61,0,0,,
974418,2023-04-02 03:10:00+00:00,Atlas,Guadalajara Chivas,Clausura - 13,d,99,2,3,,,97,2,3,,
974419,2023-04-02 18:00:00+00:00,Toluca,Tigres UANL,Clausura - 13,h,105,2,3,,,130,0,2,,
974420,2023-04-02 23:00:00+00:00,Atletico San Luis,Mazatlán,Clausura - 13,h,75,1,2,,,63,0,1,,
974421,2023-04-03 01:05:00+00:00,Club Queretaro,U.N.A.M. - Pumas,Clausura - 13,h,51,0,1,,,78,0,0,,
974422,2023-04-08 01:05:00+00:00,Puebla,Toluca,Clausura - 14,a,95,0,1,,,108,2,2,,
974423,2023-04-08 03:10:00+00:00,Club Tijuana,Club Queretaro,Clausura - 14,a,61,0,1,,,54,1,2,,
974425,2023-04-08 23:00:00+00:00,Guadalajara Chivas,Necaxa,Clausura - 14,h,98,0,1,,,76,0,0,,
974426,2023-04-09 01:05:00+00:00,Tigres UANL,Mazatlán,Clausura - 14,a,130,0,1,,,63,2,2,,
974424,2023-04-09 01:05:00+00:00,Leon,Cruz Azul,Clausura - 14,d,106,0,0,,,100,0,0,,
974427,2023-04-09 03:10:00+00:00,Club America,Monterrey,Clausura - 14,h,136,1,2,,,127,1,1,,
974428,2023-04-09 18:00:00+00:00,U.N.A.M. - Pumas,Atletico San Luis,Clausura - 14,h,78,2,3,,,78,1,1,,
974429,2023-04-10 00:05:00+00:00,Santos Laguna,Pachuca,Clausura - 14,a,99,1,1,,,136,2,4,,
974430,2023-04-10 02:10:00+00:00,FC Juarez,Atlas,Clausura - 14,d,59,1,1,,,100,1,1,,
974431,2023-04-14 03:05:00+00:00,Atletico San Luis,FC Juarez,Clausura - 15,h,78,1,2,,,60,0,0,,
974432,2023-04-15 01:05:00+00:00,Necaxa,Puebla,Clausura - 15,d,76,0,1,,,95,0,1,,
974433,2023-04-15 03:05:00+00:00,Mazatlán,Club Tijuana,Clausura - 15,a,66,1,1,,,61,1,2,,
974434,2023-04-15 23:00:00+00:00,Atlas,Pachuca,Clausura - 15,h,101,3,4,,,139,0,1,,
974435,2023-04-16 01:05:00+00:00,Leon,Guadalajara Chivas,Clausura - 15,a,107,0,0,,,101,0,2,,
974436,2023-04-16 03:10:00+00:00,Cruz Azul,Club America,Clausura - 15,a,101,1,1,,,139,1,3,,
974437,2023-04-16 18:00:00+00:00,U.N.A.M. - Pumas,Toluca,Clausura - 15,h,81,3,3,,,111,1,1,,
974438,2023-04-16 23:00:00+00:00,Club Queretaro,Tigres UANL,Clausura - 15,d,57,0,0,,,130,0,0,,
974439,2023-04-17 01:10:00+00:00,Monterrey,Santos Laguna,Clausura - 15,a,127,1,1,,,99,1,2,,
974440,2023-04-21 02:05:00+00:00,Tigres UANL,Puebla,Clausura - 16,h,131,0,1,,,96,0,0,,
974441,2023-04-22 01:05:00+00:00,Necaxa,Atlas,Clausura - 16,a,77,0,1,,,104,3,3,,
974442,2023-04-22 01:05:00+00:00,Mazatlán,Monterrey,Clausura - 16,a,66,0,0,,,127,1,2,,
974443,2023-04-22 03:05:00+00:00,Club Tijuana,Leon,Clausura - 16,d,64,0,0,,,107,0,0,,
974444,2023-04-22 23:00:00+00:00,Pachuca,Atletico San Luis,Clausura - 16,h,139,0,2,,,81,1,1,,
974445,2023-04-23 01:05:00+00:00,Guadalajara Chivas,Cruz Azul,Clausura - 16,h,104,0,2,,,101,1,1,,
974446,2023-04-23 03:10:00+00:00,Club America,U.N.A.M. - Pumas,Clausura - 16,d,142,0,1,,,84,0,1,,
974447,2023-04-23 18:00:00+00:00,Toluca,FC Juarez,Clausura - 16,d,111,1,1,,,60,0,1,,
974448,2023-04-24 01:05:00+00:00,Santos Laguna,Club Queretaro,Clausura - 16,a,102,0,0,,,58,0,2,,
974450,2023-04-29 03:05:00+00:00,FC Juarez,Club America,Clausura - 17,a,61,0,0,,,143,1,1,,
974449,2023-04-29 23:00:00+00:00,Puebla,Club Tijuana,Clausura - 17,h,96,2,5,,,65,1,2,,
974451,2023-04-30 01:00:00+00:00,Atletico San Luis,Atlas,Clausura - 17,d,81,0,0,,,107,0,0,,
974453,2023-04-30 01:05:00+00:00,Guadalajara Chivas,Mazatlán,Clausura - 17,h,107,2,4,,,66,1,1,,
974452,2023-04-30 01:05:00+00:00,Monterrey,U.N.A.M. - Pumas,Clausura - 17,h,130,4,4,,,85,1,1,,
974454,2023-04-30 03:05:00+00:00,Cruz Azul,Santos Laguna,Clausura - 17,h,101,2,3,,,102,0,2,,
974455,2023-04-30 18:00:00+00:00,Toluca,Necaxa,Clausura - 17,h,112,1,3,,,77,0,0,,
974456,2023-04-30 23:00:00+00:00,Club Queretaro,Pachuca,Clausura - 17,a,61,0,0,,,142,1,1,,
974457,2023-05-01 01:05:00+00:00,Leon,Tigres UANL,Clausura - 17,h,108,2,3,,,134,0,0,,
1024695,2023-05-06 23:00:00+00:00,Cruz Azul,Atlas,Clausura - Reclasificacion,a,104,0,0,,,108,1,1,,
1024692,2023-05-07 01:10:00+00:00,Pachuca,Santos Laguna,Clausura - Reclasificacion,d,145,3,4,0.0,2.0,102,2,4,0.0,4.0
1024693,2023-05-08 01:06:00+00:00,Leon,Atlético San Luis,Clausura - Reclasificacion,a,111,1,1,,,0,3,3,,
1024694,2023-05-08 03:10:00+00:00,Tigres UANL,Puebla,Clausura - Reclasificacion,h,134,0,1,,,99,0,0,,
1025954,2023-05-11 01:00:00+00:00,Santos Laguna,Monterrey,Clausura - Quarter-finals,d,103,0,0,,,133,0,0,,
1026493,2023-05-11 03:10:00+00:00,Atletico San Luis,Club America,Clausura - Quarter-finals,a,82,1,1,,,146,3,3,,
1026495,2023-05-12 01:00:00+00:00,Atlas,Guadalajara Chivas,Clausura - Quarter-finals,h,111,1,1,,,110,0,0,,
1026497,2023-05-12 03:10:00+00:00,Tigres UANL,Toluca,Clausura - Quarter-finals,h,137,3,4,,,115,1,1,,
1025953,2023-05-14 01:06:00+00:00,Monterrey,Santos Laguna,Clausura - Quarter-finals,h,134,1,2,,,104,0,0,,
1026492,2023-05-14 03:16:00+00:00,Club America,Atletico San Luis,Clausura - Quarter-finals,a,149,0,1,,,82,2,2,,
